Paper ID,Model ID,Paper (APA citation),Meta-data,,,,,,,,,Data type ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Participants,,,,,,Self-report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emotion elicitation techniques,,,,,,,,,,,,,,,,,,,,,,,EDA,,,,,,,,,,,,,,,,,"Affective model ('dimensional', 'categorical', '-')  ",Statistical Learning model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Results - Highest Performance,,,,,,,,,,,,,,,,,,,,Reviewer,,,Comments:                                     ,,Discrepancia
,,,Authors,Title,Year,Source Title,Source Type,,,,First author's country affiliation,Original?                                                                                             (put an x)   ,,,,Database,,,,,,,,,,,,,,,,,,,,,,,,N                         (Sample Size),N Female:                                         e.g. 13,Age ,,,Country ,"Affective self-report questionnaire:                                    a) Yes; b) No; c) Relies on other's questionnaire                                                                      IF ""No"" GO TO ""Emotion elicitaion technique""",Affective questionaire,,,,,,Affective measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modality,,,,,Task type,,"Technique name                 IF 'ad hoc task' (i.e. it is not based on a validated technique), complete '-'",Technique clasification,,,,,,,,,,,,,,,,,,Techinque description,Elicitation duration (per sample):                                  ,,,,EDA Device:,,EDA sensor location,,,,,,,,,,,,,,,,Model type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Model's level:,,N Model Input (Samples or X):                                                    e.g. 255 ,Interpretation of the model/features                                                              ,,Public code,,Accuracy,Precision,F-Measure,Recall / Sensitivity / True Positive Rate,Specificity / True Negative Rate,False Positive Rate,False Negative Rate,ROC AUC,R2,R,MAE (Mean Absolute Error),Concordance Correlation Coefficient (CCC),Spearman’s ranking correlation,Mean square error (MSE),Root Mean Square Error (RMSE),"Pearson Correlation
Coefficient (r)","unweighted
average recall (UAR)",Matthews Correlation Coefficient,G-mean (Geometric mean),"Other                          (change name of the column, put an x, add a new ""Other "" column in ""Results"") ",Emma                                     (put an x),Lolo                                       (put an x),Agus                                         (put an x),,,
15,77,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,x,-,-,-,-,x,-,-,x,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,2,"anger, recovery",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,78,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,x,x,x,-,-,-,x,-,-,x,,-,-,-,x,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,2,"happy, anger",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,79,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,x,x,x,-,-,-,x,-,-,x,,-,-,-,x,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,2,"happy, neutral",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,79.17,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,80,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,x,x,x,-,-,-,x,-,-,x,,-,-,-,x,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,2,"happy, recovery",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,79.17,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,81,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,x,x,x,-,-,-,x,-,-,x,,-,-,-,x,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,2,"anger, neutral",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,82,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,x,x,x,-,-,-,x,-,-,x,,-,-,-,x,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,2,"anger, recovery",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,83.33,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,83,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,x,x,-,-,x,-,-,-,-,,-,-,-,-,x,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,2,"anger, stress",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,84,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,x,x,-,-,x,-,-,-,-,,-,-,-,-,x,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,2,"anger, neutral",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,85,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,x,x,-,-,x,-,-,-,-,,-,-,-,-,x,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,2,"stress, neutral",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,86,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,x,-,-,-,-,x,-,x,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,3,"happy, anger, neutral",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,87,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,x,-,-,-,-,x,-,x,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,3,"happy, anger, recovery",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,46.67,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,88,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,x,-,-,-,-,x,-,-,x,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,3,"happy, anger, neutral",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,30.56,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,89,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,x,-,-,-,-,x,-,-,x,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,3,"happy, anger, recovery",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,44.44,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,90,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,x,x,x,-,-,-,x,-,-,x,,-,-,-,x,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,3,"happy, anger, neutral",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,91,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,x,x,x,-,-,-,x,-,-,x,,-,-,-,x,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,3,"happy, anger, recovery",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,53.33,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
15,92,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067","Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K",Low cost wearable sensor for human emotion recognition using skin conductance response.,2017,IEICE Transactions on Information and Systems,x,-,,-,Malaysia,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,25,-,23.92,-,21-39,Malasya,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,x,x,-,-,x,-,-,-,-,,-,-,-,-,x,-,-,-,-,,,,,,-,-,-,-,-,-,-,Grove,-,-,-,x,x,-,-,-,-,-,x,-,-,,-,categorical,3,"anges, stress, neutral",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,76.67,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,x,,,
16,93,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion sensing from physiological signals using three defined areas in arousal-valence model. 219–223. Scopus. https://doi.org/10.1109/CADIAG.2017.8075660","Wiem, M. B. H., & Lachiri, Z.",Emotion sensing from physiological signals using three defined areas in arousal-valence model.,2017,"2017 International Conference on Control, Automation and Diagnosis, ICCAD 2017",-,x,,-,Tunisia,-,-,-,-,x,-,-,x,-,,,-,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,dimensional,3,"calm arousal, medium arousal, excited arousal",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,,-,-,-,-,-,50.52,,,,,,,,,,,,,,,,,,,,,,,,,
16,94,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion sensing from physiological signals using three defined areas in arousal-valence model. 219–223. Scopus. https://doi.org/10.1109/CADIAG.2017.8075660","Wiem, M. B. H., & Lachiri, Z.",Emotion sensing from physiological signals using three defined areas in arousal-valence model.,2017,"2017 International Conference on Control, Automation and Diagnosis, ICCAD 2017",-,x,,-,Tunisia,-,-,-,-,x,-,-,x,-,,,-,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,dimensional,3,"LV, neutral valence, HV",-,x,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,x,,-,-,-,-,-,48.93,,,,,,,,,,,,,,,,,,,,,,,,,
17,95,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses.,2017,"Signal, Image and Video Processing",x,-,,-,Iran,x,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,,,-,35,14,-,-,21-25,Iran,No,-,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,,,,-,,,,,,,,,,,,,,-,-,-,x,x,x,-,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,-,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-,-,"PowerLab (manufactured
by ADInstruments)",-,-,-,x,-,x,-,-,-,-,-,-,-,,-,categorical,2,"happiness, rest",-,-,x,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,,,,,,,-,,,-,-,-,-,-,-,,,-,,,,,-,-,-,-,-,-,-,-,x,-,-,x,"After preprocessing and windowing the signals, several nonlinear features were extracted (Fig. 1). Lower SD1/SD2 ratios
emphasized on a more regular pattern of signals during happiness and sadness compared to fear and peacefulness. SD1
and SD2 measures mainly reflect parasympathetic, and both
sympathetic and parasympathetic activities, respectively. The
results revealed that based on the dimensional model, opposite emotions may have the same patterns of Poincare indices.
In addition, positive LEs revealed that GSR signals have
a chaotic trajectory which are derived from a chaotic system. The higher entropies indicated the higher irregularity of
GSR signals during fear. The lower RQA measures during all
emotional stimuli, a higher dimensional GSR signal can be
concluded. VMAX and LAM mark a time period in which the
state changes very slowly or does not change. Consequently,
higher values of the indices during rest condition reveal the
system stability. Next, three feature selection algorithms were
applied to the data",-,-,67.58,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,-,-,-,x,,,
