paper_id,model_id,apa_citation,authors,title,year,source_title,source_type_journal,source_type_conference,source_type_preprint,first_author_country_affiliation
5,11,"Wei, J., Chen, T., Liu, G., & Yang, J. (2016). Higher-order Multivariable Polynomial Regression to Estimate Human Affective States. Scientific Reports, 6, 23384. https://doi.org/10.1038/srep23384","Wei, J., Chen, T., Liu, G., & Yang, J.",Higher-order Multivariable Polynomial Regression to Estimate Human Affective States.,2016,Scientific Reports,x,-,,China
6,12,"Feng, H., Golshan, H. M., & Mahoor, M. H. (2018). A wavelet-based approach to emotion classification using EDA signals. Expert Systems with Applications, 112, 77–86. Scopus. https://doi.org/10.1016/j.eswa.2018.06.014","Feng, H., Golshan, H. M., & Mahoor, M. H.",A wavelet-based approach to emotion classification using EDA signals.,2018,Expert Systems with Applications,x,-,,USA
6,13,"Feng, H., Golshan, H. M., & Mahoor, M. H. (2018). A wavelet-based approach to emotion classification using EDA signals. Expert Systems with Applications, 112, 77–86. Scopus. https://doi.org/10.1016/j.eswa.2018.06.014","Feng, H., Golshan, H. M., & Mahoor, M. H.",A wavelet-based approach to emotion classification using EDA signals.,2018,Expert Systems with Applications,x,-,,USA
6,14,"Feng, H., Golshan, H. M., & Mahoor, M. H. (2018). A wavelet-based approach to emotion classification using EDA signals. Expert Systems with Applications, 112, 77–86. Scopus. https://doi.org/10.1016/j.eswa.2018.06.014","Feng, H., Golshan, H. M., & Mahoor, M. H.",A wavelet-based approach to emotion classification using EDA signals.,2018,Expert Systems with Applications,x,-,,USA
6,15,"Feng, H., Golshan, H. M., & Mahoor, M. H. (2018). A wavelet-based approach to emotion classification using EDA signals. Expert Systems with Applications, 112, 77–86. Scopus. https://doi.org/10.1016/j.eswa.2018.06.014","Feng, H., Golshan, H. M., & Mahoor, M. H.",A wavelet-based approach to emotion classification using EDA signals.,2018,Expert Systems with Applications,x,-,,USA
6,16,"Feng, H., Golshan, H. M., & Mahoor, M. H. (2018). A wavelet-based approach to emotion classification using EDA signals. Expert Systems with Applications, 112, 77–86. Scopus. https://doi.org/10.1016/j.eswa.2018.06.014","Feng, H., Golshan, H. M., & Mahoor, M. H.",A wavelet-based approach to emotion classification using EDA signals.,2018,Expert Systems with Applications,x,-,,USA
6,17,"Feng, H., Golshan, H. M., & Mahoor, M. H. (2018). A wavelet-based approach to emotion classification using EDA signals. Expert Systems with Applications, 112, 77–86. Scopus. https://doi.org/10.1016/j.eswa.2018.06.014","Feng, H., Golshan, H. M., & Mahoor, M. H.",A wavelet-based approach to emotion classification using EDA signals.,2018,Expert Systems with Applications,x,-,,USA
6,18,"Feng, H., Golshan, H. M., & Mahoor, M. H. (2018). A wavelet-based approach to emotion classification using EDA signals. Expert Systems with Applications, 112, 77–86. Scopus. https://doi.org/10.1016/j.eswa.2018.06.014","Feng, H., Golshan, H. M., & Mahoor, M. H.",A wavelet-based approach to emotion classification using EDA signals.,2018,Expert Systems with Applications,x,-,,USA
6,19,"Feng, H., Golshan, H. M., & Mahoor, M. H. (2018). A wavelet-based approach to emotion classification using EDA signals. Expert Systems with Applications, 112, 77–86. Scopus. https://doi.org/10.1016/j.eswa.2018.06.014","Feng, H., Golshan, H. M., & Mahoor, M. H.",A wavelet-based approach to emotion classification using EDA signals.,2018,Expert Systems with Applications,x,-,,USA
7,20,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,21,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,22,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,23,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,24,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,25,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,26,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,27,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,28,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,29,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,30,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,31,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,32,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,33,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,34,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,35,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,36,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,37,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,38,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
7,39,"Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K. (2018). Introducing WeSAD, a multimodal dataset for wearable stress and affect detection. 400–408. Scopus. https://doi.org/10.1145/3242969.3242985","Schmidt, P., Reiss, A., Duerichen, R., & Van Laerhoven, K","Introducing WeSAD, a multimodal dataset for wearable stress and affect detection",2018,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,-,x,,Germany
8,40,"Dobbins, C., Fairclough, S., Lisboa, P., & Navarro, F. F. G. (2018). A Lifelogging Platform Towards Detecting Negative Emotions in Everyday Life using Wearable Devices. 306–311. Scopus. https://doi.org/10.1109/PERCOMW.2018.8480180","Dobbins, C., Fairclough, S., Lisboa, P., & Navarro, F. F. G.",A Lifelogging Platform Towards Detecting Negative Emotions in Everyday Life using Wearable Devices.,2018,"2018 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2018",-,x,,UK
8,41,"Dobbins, C., Fairclough, S., Lisboa, P., & Navarro, F. F. G. (2018). A Lifelogging Platform Towards Detecting Negative Emotions in Everyday Life using Wearable Devices. 306–311. Scopus. https://doi.org/10.1109/PERCOMW.2018.8480180","Dobbins, C., Fairclough, S., Lisboa, P., & Navarro, F. F. G.",A Lifelogging Platform Towards Detecting Negative Emotions in Everyday Life using Wearable Devices.,2018,"2018 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2018",-,x,,UK
8,42,"Dobbins, C., Fairclough, S., Lisboa, P., & Navarro, F. F. G. (2018). A Lifelogging Platform Towards Detecting Negative Emotions in Everyday Life using Wearable Devices. 306–311. Scopus. https://doi.org/10.1109/PERCOMW.2018.8480180","Dobbins, C., Fairclough, S., Lisboa, P., & Navarro, F. F. G.",A Lifelogging Platform Towards Detecting Negative Emotions in Everyday Life using Wearable Devices.,2018,"2018 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2018",-,x,,UK
9,43,"Amalan, S., Shyam, A., Anusha, A. S., Preejith, S. P., Tony, A., Jayaraj, J., & Mohanasankar, S. (2018). Electrodermal Activity based Classification of Induced Stress in a Controlled Setting. MeMeA 2018 - 2018 IEEE International Symposium on Medical Measurements and Applications, Proceedings. Scopus. https://doi.org/10.1109/MeMeA.2018.8438703","Amalan, S., Shyam, A., Anusha, A. S., Preejith, S. P., Tony, A., Jayaraj, J., & Mohanasankar, S.",Electrodermal Activity based Classification of Induced Stress in a Controlled Setting.,2018,"MeMeA 2018 - 2018 IEEE International Symposium on Medical Measurements and Applications, Proceedings",-,x,,India
10,44,"Machot, F. A., Ali, M., Ranasinghe, S., Mosa, A. H., & Kyandoghere, K. (2018). Improving subject-independent human emotion recognition using electrodermal activity sensors for active and assisted living. 222–228. Scopus. https://doi.org/10.1145/3197768.3201523","Machot, F. A., Ali, M., Ranasinghe, S., Mosa, A. H., & Kyandoghere, K",Improving subject-independent human emotion recognition using electrodermal activity sensors for active and assisted living.,2018,ACM International Conference Proceeding Series,-,x,,Austria
11,45,"Girardi, D., Lanubile, F., & Novielli, N. (2018). Emotion detection using noninvasive low cost sensors. 2018-January, 125–130. Scopus. https://doi.org/10.1109/ACII.2017.8273589","Girardi, D., Lanubile, F., & Novielli, N.",Emotion detection using noninvasive low cost sensors.,2018,"2017 7th International Conference on Affective Computing and Intelligent Interaction, ACII 2017",-,x,,Italy
11,46,"Girardi, D., Lanubile, F., & Novielli, N. (2018). Emotion detection using noninvasive low cost sensors. 2018-January, 125–130. Scopus. https://doi.org/10.1109/ACII.2017.8273589","Girardi, D., Lanubile, F., & Novielli, N.",Emotion detection using noninvasive low cost sensors.,2018,"2017 7th International Conference on Affective Computing and Intelligent Interaction, ACII 2017",-,x,,Italy
12,47,"Ooi, J. S. K., Ahmad, S. A., Ishak, A. J., Minhad, K. N., Md Ali, S. H., & Chong, Y. Z. (2018). Grove: An auxiliary device for sympathetic assessment via EDA measurement of neutral, stress, and anger emotions during simulated driving conditions. International Journal of Medical Engineering and Informatics, 10(1), 16–29. Scopus. https://doi.org/10.1504/IJMEI.2018.090076","Ooi, J. S. K., Ahmad, S. A., Ishak, A. J., Minhad, K. N., Md Ali, S. H., & Chong, Y. Z.","Grove: An auxiliary device for sympathetic assessment via EDA measurement of neutral, stress, and anger emotions during simulated driving conditions.",2018,International Journal of Medical Engineering and Informatics,x,-,,Malaysia
12,48,"Ooi, J. S. K., Ahmad, S. A., Ishak, A. J., Minhad, K. N., Md Ali, S. H., & Chong, Y. Z. (2018). Grove: An auxiliary device for sympathetic assessment via EDA measurement of neutral, stress, and anger emotions during simulated driving conditions. International Journal of Medical Engineering and Informatics, 10(1), 16–29. Scopus. https://doi.org/10.1504/IJMEI.2018.090076","Ooi, J. S. K., Ahmad, S. A., Ishak, A. J., Minhad, K. N., Md Ali, S. H., & Chong, Y. Z.","Grove: An auxiliary device for sympathetic assessment via EDA measurement of neutral, stress, and anger emotions during simulated driving conditions.",2018,International Journal of Medical Engineering and Informatics,x,-,,Malaysia
12,49,"Ooi, J. S. K., Ahmad, S. A., Ishak, A. J., Minhad, K. N., Md Ali, S. H., & Chong, Y. Z. (2018). Grove: An auxiliary device for sympathetic assessment via EDA measurement of neutral, stress, and anger emotions during simulated driving conditions. International Journal of Medical Engineering and Informatics, 10(1), 16–29. Scopus. https://doi.org/10.1504/IJMEI.2018.090076","Ooi, J. S. K., Ahmad, S. A., Ishak, A. J., Minhad, K. N., Md Ali, S. H., & Chong, Y. Z.","Grove: An auxiliary device for sympathetic assessment via EDA measurement of neutral, stress, and anger emotions during simulated driving conditions.",2018,International Journal of Medical Engineering and Informatics,x,-,,Malaysia
12,50,"Ooi, J. S. K., Ahmad, S. A., Ishak, A. J., Minhad, K. N., Md Ali, S. H., & Chong, Y. Z. (2018). Grove: An auxiliary device for sympathetic assessment via EDA measurement of neutral, stress, and anger emotions during simulated driving conditions. International Journal of Medical Engineering and Informatics, 10(1), 16–29. Scopus. https://doi.org/10.1504/IJMEI.2018.090076","Ooi, J. S. K., Ahmad, S. A., Ishak, A. J., Minhad, K. N., Md Ali, S. H., & Chong, Y. Z.","Grove: An auxiliary device for sympathetic assessment via EDA measurement of neutral, stress, and anger emotions during simulated driving conditions.",2018,International Journal of Medical Engineering and Informatics,x,-,,Malaysia
13,51,"Setyohadi, D. B., Kusrohmaniah, S., Gunawan, S. B., Pranowo, & Prabuwono, A. S. (2018). Galvanic skin response data classification for emotion detection. International Journal of Electrical and Computer Engineering, 8(5), 4004–4014. Scopus. https://doi.org/10.11591/ijece.v8i5.pp4004-4014","Setyohadi, D. B., Kusrohmaniah, S., Gunawan, S. B., Pranowo, & Prabuwono, A. S.",Galvanic skin response data classification for emotion detection.,2018,International Journal of Electrical and Computer Engineering,x,-,,Indonesia
14,52,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,53,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,54,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,55,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,56,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,57,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,58,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,59,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,60,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,61,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,62,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,63,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
14,64,"Soleymani, M., & Mortillaro, M. (2018). Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition. Frontiers in ICT, 5(JUL). Scopus. https://doi.org/10.3389/fict.2018.00017","Soleymani, M., & Mortillaro, M.",Behavioral and physiological responses to visual interest and appraisals: Multimodal analysis and automatic recognition.,2018,Frontiers in ICT,x,-,,Switzerland
